license_type,license_prefix,license_number,name,address,city,township,sanitarian,area,phone
SFE,4781,234930,HOWARDS HOAGIES,"2011 MCCARTNEY",YPSILANTI,YPSILANTI,Matranga,"09 PB Area Milan & Ecorse/Ford",734-484-1707
SFE,4781,235895,CHINA PALACE,"2905 WASHTENAW AVE",YPSILANTI,YPSILANTI,Hauck,"03 PB Area Whit Lke & Wash Ave",734-829-0999
SFE,4781,235936,JUICY KITCHEN CAFE LLC,"1506 N. MAPLE RD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-585-5562
SFE,4781,236182,BLUE LLAMA,"314 S. MAIN ST",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-372-3200
SFE,4781,236184,ANNAS HOUSE,"445 E. EISENHOWER PKWY",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-726-9490
SFE,4781,236187,LITTLE CAESARS,"1595 HOLMES RD",YPSILANTI,YPSILANTI,Matranga,"Little Caesars chain",734-487-9231
SFE,4781,236442,BANDITO'S,"3395 PLYMOUTH RD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-996-0234
SFE,4781,236774,BIGGBY COFFEE,"2550 W STADIUM BLVD",ANN ARBOR,,Deedler,"Biggby Coffee chain",734-436-4783
SFE,4781,236886,TIM HORTON'S,"325 N. ZEEB RD",ANN ARBOR,SCIO,Kamenec,"Tim Hortons Chain",734-769-0845
SFE,4781,237130,CORELIFE EATERY,"205 N. Maple Rd Suite 26",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-412-4101
SFE,4781,237131,TASTE KITCHEN,"521 E. LIBERTY",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",734-369-4241
SFE,4781,237132,COCO FRESH TEA & JUICE,"1731 PLYMOUTH RD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-368-9943
SFE,4781,237133,K & D BISTRO,"1290 ANNA J STEPP DR",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-961-8908
SFE,4781,237272,RICEWOOD,"1928 PACKARD RD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",
SFE,4781,237273,ARBY'S #6111,"5660 JACKSON RD",ANN ARBOR,,Kamenec,"Arby's chain",734-665-1505
SFE,4781,237481,POKE POKE,"312 S. STATE ST",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",
SFE,4781,237686,VERTEX COFFEE ROASTERS,"1335 S. UNIVERSITY",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-489-1914
SFE,4781,237687,SMALL POTATOES CATERING LLC,"9230 MAIN ST",WHITMORE LAKE,,Yet,"",248-312-8326
SFE,4781,237689,KFC - KENTUCKY FRIED CHICKEN,"4040 WASHTENAW",ANN ARBOR,,Deedler,"KFC chain",734-971-6130
SFE,4781,237690,KFC,"39 E. MICHIGAN AVENUE",YPSILANTI,,Deedler,"KFC chain",734-482-9663
SFE,4781,237691Z,ROTISSERIE KING,"2263 W LIBERTY",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-255-1132
SFE,4781,237694,PEPPERS MEXICAN GRILL INC,"39 E. MAIN ST",MILAN,,Matranga,"09 PB Area Milan & Ecorse/Ford",734-628-7170
SST,4781,237695,SMOKEY JOE'S BBQ,"45820 JUDD RD",VAN BUREN TWP,OUT OF COUNTY,Kamenec,"18 CW Area Whittker & Mich Ave",
SFE,4781,237696,SHAKE SHACK,"3030 WASHTENAW AVE #107",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-412-4762
SFE,4781,237698,MANIACAL MEAD CO,"1497 ECORSE",YPSILANTI,YPSILANTI,Pearson,"09 PB Area Milan & Ecorse/Ford",734-961-8056
SFE,4781,237701,WENDYS #4984,"760 E. MICHIGAN AVE",SALINE,,Pearson,"Wendy's chain",248-262-1000
SFE,4781,237702,WENDYS #3824,"4020 CARPENTER RD",YPSILANTI,PITTSFIELD,Pearson,"Wendy's chain",248-262-1000
SFE,4781,237703,WENDYS #9192,"750 S. HEWITT RD",YPSILANTI,YPSILANTI,Pearson,"Wendy's chain",248-262-1000
SFE,4781,237704,WENDYS #3613,"3100 BOARDWALK",ANN ARBOR,,Pearson,"Wendy's chain",248-262-1000
SFE,4781,237705,WENDYS #11259,"73 S. ZEEB RD",ANN ARBOR,SCIO,Pearson,"Wendy's chain",248-262-1000
SFE,4781,237706,WENDYS #7788,"1640 COMMERCE PARK DR",CHELSEA,,Pearson,"Wendy's chain",248-262-1000
SFE,4781,237787,ORE CREEK CRAFT CIDERS,"9280 MCGREGOR",PINCKNEY,DEXTER,Matranga,"02 VD Area Dexter",734-726-5562
SFE,4781,237791,THE BEER GROTTO,"8059 MAIN ST",DEXTER,,Matranga,"02 VD Area Dexter",734-253-2502
SFE,4781,237792,REVEL AND ROLL,"1950 S. INDUSTRIAL HWY",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-665-4474
SFE,4781,238048,CITY LIMITS DINER,"220 W. MICHIGAN AVE",SALINE,,Yet,"07 CH Area Saline",810-513-8116
SFE,4781,238049,WEST END GRILL (THE),"120 W. LIBERTY ST",ANN ARBOR,,Yet,"12 SM Area Dwntwn AA, Wash Ave",734-747-6260
SFE,4781,238051,JEFFERSON MARKET (THE),"609 W. JEFFERSON ST",ANN ARBOR,,Yet,"15 SM Area Washngtn, Librty AA",734-665-6666
SFE,4781,238586,SWEETING,"854 BRIARWOOD CIRCLE",ANN ARBOR,,Kamenec,"08 CH Area Manchest & Briarwod",734-213-5213
SFE,4781,240262,ARBOR TREE LOUNGE,"3600 PLYMOUTH RD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-769-9800
SFE,4781,240264,JOES PIZZA,"1107 S. UNIVERSITY, SUITE B",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-213-5625
SFE,4781,240266,BABA DARI,"601 PACKARD RD",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-998-0131
SFE,4781,240268,HOLA SEOUL,"715 N. UNIVERSITY",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-369-6418
SFE,4781,241520,SUBWAY,"4009 CARPENTER RD",YPSILANTI,PITTSFIELD,Sherwin,"Subway chain",734-677-0940
SFE,4781,241558,KENTUCKY FRIED CHICKEN,"502 E. MICHIGAN AVE",SALINE,,Deedler,"KFC chain",734-429-4350
SFE,4781,241560,REGENTS FIELD,"204 S. MAIN ST",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-800-4143
SFE,4781,241561,AKI SUSHI BAR & GRILL,"1828 WHITTAKER RD",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-480-9888
SFE,4781,241954,THAI SPOON,"4119 STONE SCHOOL RD",ANN ARBOR,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",734-975-0277
SFE,4781,241955,LITTLE CAESARS CONCESSIONS @ EMU,"799 HEWITT RD",YPSILANTI,,Yet,"EMU Schools",734-487-2282
SFE,4781,241956,GREEN OAKS GOLF COURSE,"1775 E. CLARK RD",YPSILANTI,,Hauck,"",734-485-0881
SFE,4781,242658,SMOOTHIE KING,"2625 JACKSON RD",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-658-4036
SFE,4781,244890,SUBWAY #7635,"1156 DEXTER ST, #5",MILAN,,Sherwin,"Subway chain",734-439-3737
SFE,4781,245575,SUBWAY,"6060 RAWSONVILLE RD",VAN BUREN TWP,,Sherwin,"Subway chain",734-485-7827
SFE,4781,246426,CAHOOTS CAFE,"206 E. HURON ST",ANN ARBOR,,Kamenec,"12 SM Area Dwntwn AA, Wash Ave",734-249-8898
SFE,4781,247331Z,PARIS BANH MI,"609 E WILLIAM ST",ANN ARBOR,,Sherwin,"04 VD Area UM Campus South",734-263-2690
SFE,4781,247333,BURGER 1,"1771 PLYMOUTH RD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-215-6660
SFE,4781,247335,TEA NINJA,"535 E. LIBERTY ST",ANN ARBOR,,Sherwin,"05 VD Area UM Campus Northwest",734-263-2772
SFE,4781,247748,JAGGED FORK (THE),"414 S. MAIN ST",ANN ARBOR,,Sherwin,"14 RS Area Main Street AA",734-929-2402
SFE,4781,248327,MD BAGEL FRAGEL,"3500 WASHTENAW AVE, STE I",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-929-2756
SFE,4781,248947,"PARADISE /TOARMINA'S PIZZA/MICKEY'S","699 W MICHIGAN",SALINE,,Yet,"07 CH Area Saline",734-316-2942
SST,4781,249461,LITTLE CAESARS PIZZA #1 STFU,"4317 EARL CT",YPSILANTI,,Sherwin,"Little Caesars chain",734-531-8643
SFE,4781,249612,BONE HEADS BBQ,"1333 E. MICHIGAN AVE",SALINE,,Kamenec,"",734-470-6175
SFE,4781,249613,DRIP HOUSE COFFEE CO,"1336 S. MAIN",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr","734-657-1565"
SFE,4781,249614,ERRATIC ALE CO,"8080 GRAND ST, UNIT 3",DEXTER,,Matranga,"02 VD Area Dexter",734-545-6913
SFE,4781,249656,MARCO'S PIZZA #1052,"4068 PACKARD ST",ANN ARBOR,,Hauck,"Marco's Pizza chain",734-973-1750
SFE,4781,249657,MARCO'S PIZZA #1043,"1154 DEXTER ST",MILAN,,Hauck,"Marco's Pizza chain",734-439-3938
SFE,4781,249659,HUNGRY HOWIES PIZZA #3608,"2026 W. STADIUM BLVD",ANN ARBOR,,Matranga,"Hungry Howie chain",734-999-4777
SFE,4781,249660,CINNABON,"100 BRIARWOOD CIRCLE F121",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-996-7279
SFE,4781,250059,BEYOND JUICERY EATERY #1,"3500 WASHTENAW AVE",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",313-300-7280
SST,4781,250229,NACHO AVERAGE TOSTADO LLC,"7762 SPRUCE CT",YPSILANTI,,Pearson,"09 PB Area Milan & Ecorse/Ford",734-883-6290
SFE,4781,250230,DOMINO'S PIZZA,"9567 MAIN ST",WHITMORE LAKE,NORTHFIELD,Sherwin,"Domino's chain",734-333-9633
SFE,4781,250244,AMANDA'S KITCHEN,"2000 WASHTENAW AVE",ANN ARBOR,,Hauck,"",734-239-3444
SFE,4781,250390,BELLFLOWER RESTAURANT,"209 PEARL ST",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",
SFE,4781,250542,BEYOND JUICERY & EATERY #2,"1300 S. UNIVERSITY AVE, STE 4",ANN ARBOR,,Hauck,"04 VD Area UM Campus South",313-300-7280
SFE,4781,250578,"GRATEFUL CROW (WARRIORS MANAGEMENT, INC)","420 N. MAIN ST, SUITE 100",CHELSEA,,Hauck,"01 PB Area Chelsea",734-562-2903
SFE,4781,250580,PIZZA BOB'S,"800 S. STATE ST",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-665-4517
SST,4781,250581,ROCK THE BAR (STFU),"133 W. MICHIGAN AVE #104",YPSILANTI,,Pearson,"06 CW Area Plymth Rd, Ypsi",734-972-6968
SFE,4781,250720,SHARETEA,"310 S. STATE ST",ANN ARBOR,,Sherwin,"04 VD Area UM Campus South",734-926-8940
SFE,4781,250722,EXPRESS FISH & CHICKEN,"3015 E MICHIGAN AVE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",313-680-2448
SFE,4781,250723,SHALIMAR RESTAURANT,"307 S. MAIN ST",ANN ARBOR,,Sherwin,"12 SM Area Dwntwn AA, Wash Ave",734-663-1500
SFE,4781,250725,GROWING HOPE,"922 W. MICHIGAN AVE",YPSILANTI,YPSILANTI,Pearson,"10 SM Area Mich Ave/Ypsi City",734-786-8401
SFE,4781,250726,WESLEYS CATERING,"20390 N. M-52",CHELSEA,,Hauck,"01 PB Area Chelsea",734-646-0858
SFE,4781,250727,SWEETWATERS COFFEE & TEA MEIJER,"3145 ANN ARBOR SALINE RD",ANN ARBOR,,Matranga,"Sweetwater's chain",734-369-8697
SST,4781,250728,FOODIES CATERING SERVICES,"7927 NEMCO WAY",BRIGHTON,,Sherwin,"07 CH Area Saline",734-717-9168
SST,4781,250991,JAMAICAN SPICE STFU,"1047 S. GROVE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-489-3935
SFE,4781,250992,PIZZA HUT #37227,"2160 RAWSONVILLE RD",VAN BUREN TWP,YPSILANTI,Kamenec,"Pizza Hut Chain",734-483-8800
SST,4781,251020Z,A & J'S ITS A WRAP,"6466 BUCK ST",TAYLOR,,,"",
SFE,4781,251158,LEO'S CONEY ISLAND,"160 S. ZEEB RD, STE A",ANN ARBOR,SCIO,Matranga,"Leo's Coney Island Chain",734-749-8510
SFE,4781,251159,SIDE BISCUIT,"1232 PACKARD RD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-531-6777
SFE,4781,251389,SUBWAY,"2124 WHITTAKER RD",YPSILANTI,,Sherwin,"Subway chain",734-834-9898
SFE,4781,252035,"BILL'S BEER GARDEN, TAVERN MGMT LLC/DBA","218 S. ASHLEY/211 W Washington",ANN ARBOR,,Sherwin,"12 SM Area Dwntwn AA, Wash Ave",734-434-3400
SFE,4781,252038,GINGER DELI STOREFRONT LIBERTY,"203 E. LIBERTY",ANN ARBOR,,Sherwin,"Ginger Deli Chain",248-390-8621
SFE,4781,252176,PITA PITA,"2649 WASHTENAW AVE",YPSILANTI,YPSILANTI,Pearson,"12 SM Area Dwntwn AA, Wash Ave",734-528-3333
SFE,4781,252177,ALL SEASONS OF ANN ARBOR,"4600 ALL SEASON",ANN ARBOR,ANN ARBOR,Yet,"21 CY Area Kerrytown & AA Twp.",734-864-4004
SFE,4781,252178,WASHTENAW GOLF CLUB,"2955 PACKARD RD",YPSILANTI,YPSILANTI,Deedler,"03 PB Area Whit Lke & Wash Ave",734-434-2150
SFE,4781,252368,QUICKLY BOBA CAFE,"1220 S. UNIVERSITY #100",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-882-2189
SFE,4781,252482,BLAZIN' BURGERZ,"2593 ELLSWORTH RD",YPSILANTI,YPSILANTI,Hauck,"10 SM Area Mich Ave/Ypsi City",734-905-7480
SFE,4781,252525,CHICKEN SHACK,"2547 ELLSWORTH RD",YPSILANTI,YPSILANTI,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-219-9000
SFE,4781,252885,TMAZ TAQUERIA DEXTER,"2529 DEXTER AVE",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-780-7225
SFE,4781,252887,ALPHA DINER,"4389 JACKSON",ANN ARBOR,SCIO,Kamenec,"16 CW Area Jackson, Zeeb, Lohr",734-780-7102
SFE,4781,252888,DIXBORO HOUSE - THE BORO,"5400 PLYMOUTH RD",ANN ARBOR,SUPERIOR,Kamenec,"06 CW Area Plymth Rd, Ypsi",734-669-3310
SFE,4781,252890,COLDSTONE CREAMERY,"3597B WASHTENAW AVE",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-403-1926
SFE,4781,252891,DEVILLE'S CRAZY DIAMOND,"110 N. MAIN ST",CHELSEA,,Hauck,"01 PB Area Chelsea",248-840-4150
SFE,4781,252892,POPEYE'S #947,"2387 ELLSWORTH RD",YPSILANTI,,Matranga,"Popeye's Chain",734-206-2006
SFE,4781,253014,TACO BELL #37841,"2351 ELLSWORTH RD",YPSILANTI,YPSILANTI,Deedler,"Taco Bell chain",734-434-1344
SFE,4781,253015,TACO BELL #37839,"3860 S. STATE RD",ANN ARBOR,PITTSFIELD,Deedler,"Taco Bell chain",734-665-7177
SFE,4781,253017,PANDA EXPRESS #3345,"5645 JACKSON RD",ANN ARBOR,SCIO,Hansell,"16 CW Area Jackson, Zeeb, Lohr",734-926-9977
SFE,4781,253129,CHIPOTLE MEXICAN GRILL #3758,"2295 W. STADIUM BLVD",ANN ARBOR,,Hansell,"Chipotle Chain",734-274-6185
SFE,4781,253131,HAMPTON INN & SUITES,"515 JAMES L HART PKWY",YPSILANTI,YPSILANTI,Pearson,"18 CW Area Whittker & Mich Ave",734-879-9565
SFE,4781,253132,WINGSTOP 1871,"3500 WASHTENAW AVE, STE F",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-356-8600
SFE,4781,253185,NAUTI MI ON THE RIVER,"9260 MCGREGOR RD",PINCKNEY,DEXTER,Matranga,"02 VD Area Dexter",734-726-5441
SFE,4781,253186,CHELSEA COMFORT INN - BREAKFAST,"1645 COMMERCE PARK DR",CHELSEA,,Hauck,"01 PB Area Chelsea",734-433-8000
SFE,4781,253315,SIMPLI FRESH,"3980 PLATT RD, STE E",ANN ARBOR,,Pearson,"20 CY Area Packard & Eisenhowr",
SFE,4781,253371,CULVER'S 455,"5910 JACKSON RD",ANN ARBOR,SCIO,Kamenec,"16 CW Area Jackson, Zeeb, Lohr",734-741-1111
SFE,4781,253372,BORIMEX RESTAURANT,"5561 CARPENTER RD",YPSILANTI,PITTSFIELD,Pearson,"17 CY Area Washtnaw & Carpnter",734-340-5762
SFE,4781,253374Z,KANBU DOWNTOWN,"241 E. LIBERTY",ANN ARBOR,,Sherwin,"",734-465-8884
SFE,4781,253376,LITTLE CAESARS,"6901 STATE RD",SALINE,,Matranga,"Little Caesars chain",734-470-6481
SFE,4781,253377,HOPCAT AA,"311 MAYNARD",ANN ARBOR,,Sherwin,"12 SM Area Dwntwn AA, Wash Ave",734-436-2875
SFE,4781,253378,JJ CRAB HOUSE,"2871 CARPENTER RD",ANN ARBOR,PITTSFIELD,Deedler,"17 CY Area Washtnaw & Carpnter",734-222-1111
SFE,4781,253381,SALEM HILLS GOLF CLUB,"8810 SIX MILE RD",NORTHVILLE,SALEM,Matranga,"06 CW Area Plymth Rd, Ypsi",248-437-2152
SFE,4781,253543,YPSI COCKTAIL CLUB,"102 W MICHIGAN AVE",YPSILANTI,,Pearson,"12 SM Area Dwntwn AA, Wash Ave",734-882-2169
SFE,4781,253544,JET'S PIZZA,"7011 DEXTER ANN ARBOR RD",DEXTER,,Pearson,"Jet's Pizza chain",734-424-9810
SFE,4781,253613,GOODLYFE SMOOTHIES,"6062 RAWSONVILLE RD",VAN BUREN TWP,YPSILANTI,Kamenec,"Goodlyfe Smoothies Chain",734-905-7470
SFE,4781,253726,CHIPPEWA SNACK SHACK,"2525 GOLFSIDE",YPSILANTI,,Hauck,"",734-434-6100
SFE,4781,253939,AUBREE'S PIZZERIA & GRILL,"8031 MAIN ST., STE. 100",DEXTER,,Pearson,"Aubree's Chain",734-424-1400
SFE,4781,253941,SAGANWORKS LABS (JIBARITO),"309 S MAIN ST",ANN ARBOR,,Sherwin,"12 SM Area Dwntwn AA, Wash Ave",734-372-3200
SFE,4781,254048,KOREAN GOURMET,"1139 BROADWAY",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-769-8900
SFE,4781,254429,BEYOND JUICERY & EATERY,"3200 ANN ARBOR SALINE RD",ANN ARBOR,PITTSFIELD,Hauck,"20 CY Area Packard & Eisenhowr",313-300-7280
SFE,4781,254430,TROPICAL SMOOTHIE CAFE,"5609 JACKSON RD STE 107",ANN ARBOR,SCIO,Sherwin,"Tropical Smoothie Chain",734-929-5530
SFE,4781,254433,SC SPOT AT WCC- CREATIVE DINING SERVICES,"4800 E HURON RIVER DR",ANN ARBOR,,Hauck,"",734-477-8598
SFE,4781,254434,JAVA SPOT AT WCC- CREATIVE DINING SERVIC,"4800 E HURON RIVER DR",ANN ARBOR,,Hauck,"",734-477-8598
SFE,4781,254435,SS CHINA ONE,"517 W CROSS ST",YPSILANTI,,Deedler,"13 RS Area EMU & Campus Area",734-481-3333
SFE,4781,254465,QDOBA MEXICAN EATS #1934,"80 S ZEEB RD, STE 104",ANN ARBOR,SCIO,Pearson,"Qdoba Chain",734-585-1300
SFE,4781,255208,BOBA TEA HOUSE,"3780 JACKSON RD, STE C",ANN ARBOR,SCIO,Kamenec,"16 CW Area Jackson, Zeeb, Lohr",734-436-4794
SST,4781,255210,SALINE AREA LIONS CLUB (STFU),"PO BOX 412",SALINE,,Sherwin,"07 CH Area Saline",660-4801
SFE,4781,255768,THOMSON REUTERS,"6300 INTERFIRST DR",ANN ARBOR,PITTSFIELD,Yet,"07 CH Area Saline",517-403-0154
SFE,4781,255790,THOMPSON & CO,"400 N RIVER ST",YPSILANTI,,Pearson,"19 CH Area AA Schls & DepotTwn",734-441-6200
SFE,4781,255791,DALAT RESTAURANT,"2216 S MAIN ST",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-487-7600
SFE,4781,256645,SHAWARMA SHOP,"2993 S. STATE ST",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-369-6552
SFE,4781,257625,STRAY HEN CAFE,"403 E WASHINGTON ST",ANN ARBOR,,Sherwin,"12 SM Area Dwntwn AA, Wash Ave",224-616-4851
SFE,4781,257626,COURTYARD ANN ARBOR,"3205 BOARDWALK DR",ANN ARBOR,,Deedler,"20 CY Area Packard & Eisenhowr",734-995-5900
SST,4781,257628,DON GUICHOS KITCHEN STFU,"5229 MICHIGAN AVE",YPSILANTI,,Pearson,"09 PB Area Milan & Ecorse/Ford",586-746-7620
SFE,4781,257630,HOLIDAY INN EXPRESS UNIVERSITY SOUTH,"3583 RESEARCH PARK DR",ANN ARBOR,,Hansell,"08 CH Area Manchest & Briarwod",734-213-1200
SFE,4781,258442,HYPERION COFFEE COMPANY,"111 W. LIBERTY ST",ANN ARBOR,,Hansell,"11 RS Area Stadium & Jackson",734-510-0398
SFE,4781,258608,LAN CITY NOODLE BAR,"1235-1237 S UNIVERSITY",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-929-5329
SFE,4781,258610,TIM HORTONS,"3975 S STATE RD",ANN ARBOR,,Kamenec,"Tim Hortons Chain",734-214-3939
SST,4781,258613,FEDUP MINISTRIES,"16 S. Washington St.",YPSILANTI,,Hansell,"11 RS Area Stadium & Jackson",865-300-7078
SFE,4781,258617,NO THAI ONLINE,"1952 S. INDUSTRIAL HWY",ANN ARBOR,,Pearson,"No Thai!",734-585-5484
SFE,4781,259232,BAMBU ANN ARBOR,"3354 WASHTENAW AVE, STE E",ANN ARBOR,,Hauck,"12 SM Area Dwntwn AA, Wash Ave",734-263-2481
SFE,4781,259234,LUCKY 7 CHINESE FOOD,"1777 WASHTENAW AVE",YPSILANTI,YPSILANTI,Hauck,"",734-482-7770
SFE,4781,259418,BRIDGE COMMUNITY CAFE,"217 W. MICHIGAN AVE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-896-3710
SFE,4781,259419,M-36 COFFEE ROASTERS,"1101 S UNIVERSITY",ANN ARBOR,,Kamenec,"04 VD Area UM Campus South",734-945-6934
SFE,4781,259423,MOGE TEE ANN ARBOR,"2603 PLYMOUTH RD",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-773-3922
SFE,4781,259630,TIM HORTONS,"524 E. MICHIGAN AVE",SALINE,,Kamenec,"Tim Hortons Chain",734-429-0761
SFE,4781,259636,REGAL BEAGLE,"817 E. MICHIGAN AVE",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-961-7045
SFE,4781,260346,COTTAGE INN,"3219 BROAD ST STE 101",DEXTER,,Sherwin,"Cottage Inn chain",734-426-5110
SFE,4781,260347,MANCHESTER DINER,"108 ADRIAN ST",MANCHESTER,,Hauck,"08 CH Area Manchest & Briarwod",734-428-0721
SFE,4781,260348,HOLIDAY INN EXPRESS & SUITES,"323 N ZEEB RD",ANN ARBOR,SCIO,Hauck,"16 CW Area Jackson, Zeeb, Lohr",734-827-1100
SFE,4781,260349,SWEETWATERS COFFEE & TEA-PLYMOUTH GREEN,"3393 PLYMOUTH RD",ANN ARBOR,,Matranga,"Sweetwater's chain",734-369-4568
SFE,4781,260550,CULVERS OF CHELSEA,"1610 S. MAIN ST",CHELSEA,,Kamenec,"Culver's Chain",734-562-2494
SFE,4781,260640,WASHTENAW INTERMEDIATE SCHOOL DISTRICT,"1735 S WAGNER RD",ANN ARBOR,SCIO,Kamenec,"16 CW Area Jackson, Zeeb, Lohr",734-994-8111
SFE,4781,260641,RITESPICE,"16 S. Washington",YPSILANTI,,Pearson,"10 SM Area Mich Ave/Ypsi City",734-730-5846
SFE,4781,260802,MARCO'S PIZZA #1275,"3238 ANN ARBOR-SALINE RD",ANN ARBOR,,Hauck,"Marco's Pizza chain",734-492-5900
SFE,4781,260992,HOMES BREWERY COMMISSARY/DOZER COFFEE,"112 JACKSON PLAZA",ANN ARBOR,,Hauck,"11 RS Area Stadium & Jackson",734-260-4627
SFE,4781,260993,PLATE SUSHI & CHICKEN,"1133 BROADWAY ST",ANN ARBOR,,Yet,"06 CW Area Plymth Rd, Ypsi",734-369-6127
SFE,4781,260994,FIREHOUSE SUBS,"3500 WASHTENAW AVE",ANN ARBOR,,Hauck,"17 CY Area Washtnaw & Carpnter",734-369-2299
SFE,4781,261194,CINNAHOLIC,"121 E. LIBERTY",ANN ARBOR,,Sherwin,"12 SM Area Dwntwn AA, Wash Ave",734-707-1955
SFE,4781,261195,DUNKIN DONUTS,"1629 S. MAIN ST",CHELSEA,,Pearson,"Dunkin Donuts Chain",734-562-2004
SFE,4781,261277,YAYA'S PIZZA,"2257 ELLSWORTH RD",YPSILANTI,YPSILANTI,Pearson,"12 SM Area Dwntwn AA, Wash Ave",734-547-5203
SFE,4781,261434,MANHATTAN FISH & CHICKEN,"3330 S GROVE ST",YPSILANTI,YPSILANTI,Kamenec,"",734-340-4124
SFE,4781,261552Z,SHISH KABAB PALACE,"2722 WASHTENAW AVE",YPSILANTI,,Pearson,"03 PB Area Whit Lke & Wash Ave",734-221-5633
SMF,4781,261553,KONA ICE OF YPSILANTI MOBILE #1,"4317 EARL CT",YPSILANTI,YPSILANTI,Yet,"Kona Ice chain",734-531-8643
SFE,4781,261554,CONDADO TACOS 33,"401 E. LIBERTY ST, #200",ANN ARBOR,,Matranga,"15 SM Area Washngtn, Librty AA",614-947-1171
SFE,4781,261555,STATION 300 SALINE,"830 E WOODLAND DR",SALINE,,Yet,"07 CH Area Saline",734-429-5457
SFE,4781,261660,EVEREST SHERPA RESTAURANT,"2803 OAK VALLEY DR",ANN ARBOR,PITTSFIELD,Deedler,"16 CW Area Jackson, Zeeb, Lohr",734-997-5490
SFE,4781,262113,BIG ENTERTAINMENT,"4095 CARPENTER RD",YPSILANTI,PITTSFIELD,Deedler,"20 CY Area Packard & Eisenhowr",734-660-5335
SFE,4781,262114,FIVE GUYS BURGERS AND FRIES,"3601 WASHTENAW AVE",ANN ARBOR,,Hauck,"Five Guy's Chain",845-682-0192
SFE,4781,262115,FIVE GUYS BURGERS AND FRIES,"3155 ANN ARBOR-SALINE RD",ANN ARBOR,,Hauck,"Five Guy's Chain",845-414-3934
SFE,4781,262116,SODEXO AT KLA ANN ARBOR,"1200 WOODRIDGE AVE",ANN ARBOR,,Deedler,"",734-210-6500
SFE,4781,262117,YPSILANTI NUTRITION,"1338 ANNA J STEPP DR",YPSILANTI,,Pearson,"18 CW Area Whittker & Mich Ave",
SFE,4781,262119,PICASSO @ WACKER,"4950 S. STATE ST",ANN ARBOR,PITTSFIELD,Hansell,"08 CH Area Manchest & Briarwod",734-930-7248
SFE,4781,262120,TROPICAL SMOOTHIE,"3400 WASHTENAW AVE",ANN ARBOR,,Sherwin,"Tropical Smoothie Chain",248-513-3666
SFE,4781,262202,MONTY'S PUBLIC HOUSE,"3140 PACKARD",ANN ARBOR,,Hauck,"20 CY Area Packard & Eisenhowr",734-929-5462
